           1     1.84673     1.84673           0
           2     1.80626     1.82649   0.0143057
           3     1.78464     1.81254   0.0148573
           4     1.83279      1.8176   0.0119746
           5     1.80518     1.81512  0.00983409
           6     1.74443     1.80334    0.013521
           7     1.73568     1.79367   0.0146424
           8     1.78774     1.79293   0.0128308
           9     1.79068     1.79268   0.0114076
          10     1.77926     1.79134   0.0103455
          11     1.78588     1.79084  0.00941688
          12     1.86322     1.79688   0.0103857
          13     1.83469     1.79978  0.00998595
          14     1.86122     1.80417   0.0101912
          15     1.78484     1.80288  0.00959293
          16     1.85737     1.80629  0.00957885
          17     1.84876     1.80879   0.0093355
          18     1.86337     1.81182  0.00929627
          19     1.80317     1.81136  0.00881813
          20     1.79906     1.81075  0.00839865
