           1     1.23115     1.23115           0
           2     1.20418     1.21766   0.0095371
           3     1.18976     1.20836  0.00990486
           4     1.22186     1.21174  0.00798304
           5     1.20345     1.21008  0.00655606
           6     1.16296     1.20223  0.00901401
           7     1.15712     1.19578  0.00976159
           8     1.19183     1.19529  0.00855389
           9     1.19379     1.19512  0.00760509
          10     1.18618     1.19423  0.00689699
          11     1.19059      1.1939  0.00627792
          12     1.24215     1.19792  0.00692381
          13     1.22313     1.19986   0.0066573
          14     1.24081     1.20278  0.00679415
          15      1.1899     1.20192  0.00639529
          16     1.23825     1.20419   0.0063859
          17     1.23251     1.20586  0.00622367
          18     1.24225     1.20788  0.00619752
          19     1.20211     1.20758  0.00587876
          20     1.19937     1.20717   0.0055991
