   3.1352174497245486e+00   0.0000000000000000e+00
   3.1348313824241236e+00   3.8606730181210789e-04
   3.1308803979966995e+00   3.9572668089986884e-03
   3.1367149903979414e+00   6.4708924260008203e-03
   3.1377382400741878e+00   5.1157119907829568e-03
   3.1362320943042676e+00   4.4402118412693063e-03
   3.1369312691395472e+00   3.8172414146899910e-03
   3.1387638047139332e+00   3.7797732266704677e-03
   3.1391124651061517e+00   3.3516310480604097e-03
   3.1380713551410033e+00   3.1734294549075710e-03
   3.1381697975974969e+00   2.8721624832848168e-03
   3.1378009565087663e+00   2.6477301330756695e-03
   3.1383770312644250e+00   2.5027589552101717e-03
   3.1386539821058510e+00   2.3335970612366501e-03
   3.1388047102082086e+00   2.1776832122052969e-03
   3.1394089777326681e+00   2.1247718447321281e-03
   3.1393401818466202e+00   1.9970609248885227e-03
   3.1401351912040552e+00   2.0438084713013936e-03
   3.1408876536105566e+00   2.0745246245212619e-03
   3.1411501767031922e+00   1.9854988164129165e-03
   3.1409814280270738e+00   1.8961101017858724e-03
   3.1418841670706779e+00   2.0207255845945812e-03
   3.1424297240209778e+00   2.0064625429309503e-03
   3.1424253551659938e+00   1.9210465971416515e-03
   3.1430052029793329e+00   1.9316857696925545e-03
   3.1430251697824314e+00   1.8560110598419422e-03
   3.1428140600189005e+00   1.7983814155376422e-03
   3.1430844836709211e+00   1.7539361779306652e-03
   3.1426753809588592e+00   1.7411200614570474e-03
   3.1428521157437226e+00   1.6913409811811990e-03
   3.1427714433236256e+00   1.6378599761245876e-03
   3.1427552839398998e+00   1.5859334304176261e-03
   3.1417168258579800e+00   1.8550322338171795e-03
   3.1413566448736021e+00   1.8353350266909322e-03
   3.1406765709103710e+00   1.9074779506487174e-03
   3.1407243162496510e+00   1.8543501311600531e-03
   3.1409854407368356e+00   1.8223417236160938e-03
   3.1414029387514630e+00   1.8222097009305252e-03
   3.1417716575603163e+00   1.8127664933966362e-03
   3.1419498132648078e+00   1.7758253564471365e-03
   3.1417052077243905e+00   1.7491585353970540e-03
   3.1418916419100498e+00   1.7171546711087031e-03
   3.1423954603949440e+00   1.7508021322541071e-03
   3.1421876718399804e+00   1.7231227475864085e-03
   3.1423241987850097e+00   1.6899199089598881e-03
   3.1424055730664295e+00   1.6547762933546365e-03
   3.1425633031163795e+00   1.6268499013725242e-03
   3.1432233026988396e+00   1.7239383280141889e-03
   3.1424637140922362e+00   1.8513869349963516e-03
   3.1422837027750954e+00   1.8228911964435041e-03
   3.1422168202950282e+00   1.7880420881784503e-03
   3.1421741718827656e+00   1.7538381403991476e-03
   3.1424269154379822e+00   1.7388944791268965e-03
   3.1424106620514349e+00   1.7064663175533829e-03
   3.1420548155935544e+00   1.7125309027762293e-03
   3.1419151724394054e+00   1.6874598662186806e-03
   3.1417349195206010e+00   1.6673628592161129e-03
   3.1417268567180048e+00   1.6383828715177079e-03
   3.1418220031682047e+00   1.6131826038705873e-03
   3.1418809796674867e+00   1.5871644749048759e-03
   3.1419171785658651e+00   1.5613482253622462e-03
   3.1417356167456791e+00   1.5466525138462047e-03
   3.1416132150683560e+00   1.5268187211715969e-03
   3.1414924461066969e+00   1.5076177625483354e-03
   3.1414803087448702e+00   1.4842920536876449e-03
   3.1415337480200964e+00   1.4626063574228550e-03
   3.1416679863092294e+00   1.4468517686566016e-03
   3.1414536635132841e+00   1.4414382748374184e-03
   3.1414162581912315e+00   1.4208866900098896e-03
   3.1412656028165880e+00   1.4085214333395381e-03
   3.1413701073379818e+00   1.3924684545856996e-03
   3.1414088520043149e+00   1.3735389739345811e-03
   3.1412156292941917e+00   1.3683042067589742e-03
   3.1413971101831786e+00   1.3618333932280877e-03
   3.1412791712087742e+00   1.3487194127008880e-03
   3.1413579945283625e+00   1.3331870047169779e-03
   3.1415342488522122e+00   1.3275116816041455e-03
   3.1413115427205085e+00   1.3291720855250141e-03
   3.1413350859772509e+00   1.3124504467817094e-03
   3.1414561984378717e+00   1.3015879720520713e-03
   3.1413601164910894e+00   1.2890044950545094e-03
   3.1412723666947446e+00   1.2762082235950713e-03
   3.1414952489472578e+00   1.2802882356249923e-03
   3.1414146632137712e+00   1.2675192039024994e-03
   3.1412724997672847e+00   1.2605605534167497e-03
   3.1412192449062939e+00   1.2469543698447332e-03
   3.1413400978774781e+00   1.2384489992961726e-03
   3.1412793009110533e+00   1.2258034531702515e-03
   3.1411843883188002e+00   1.2156629246332141e-03
   3.1414281948591949e+00   1.2265549998927497e-03
   3.1416117552496461e+00   1.2268117343414123e-03
   3.1416963420589403e+00   1.2163482689344057e-03
   3.1417722549538407e+00   1.2055905638935086e-03
   3.1417616349696957e+00   1.1927434566367191e-03
   3.1416890538889417e+00   1.1823513500546336e-03
   3.1417722633077165e+00   1.1729256011285549e-03
   3.1417104795740438e+00   1.1624137060845050e-03
   3.1418352148164552e+00   1.1572332866794596e-03
   3.1417846888373262e+00   1.1465982005611905e-03
   3.1416993695887188e+00   1.1382763544209263e-03
